Department_Code,Department,Indicator,Strategic_Objective,Method,Year,Forecast_Achieved,Gender,Disabled,Education_Level,WaSH_Intervention,Nutrition_Intensity,Results
1500,"Conflict, Humanitarian and Security Department",Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Unknown,No,N/A,Water,N/A,0
1500,"Conflict, Humanitarian and Security Department",Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Total,No,N/A,Water,N/A,0
1500,"Conflict, Humanitarian and Security Department",Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Male,No,N/A,Sanitation,N/A,0
1500,"Conflict, Humanitarian and Security Department",Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Female,No,N/A,Sanitation,N/A,0
1500,"Conflict, Humanitarian and Security Department",Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Unknown,No,N/A,Sanitation,N/A,0
1500,"Conflict, Humanitarian and Security Department",Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Total,No,N/A,Sanitation,N/A,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,No,N/A,N/A,All,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,No,N/A,N/A,All,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,All,1187
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,No,N/A,N/A,All,1187
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,Yes,N/A,N/A,All,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,Yes,N/A,N/A,All,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,Yes,N/A,N/A,All,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,Yes,N/A,N/A,All,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,No,N/A,N/A,High,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,No,N/A,N/A,High,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,High,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,No,N/A,N/A,High,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,No,N/A,N/A,Medium,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,No,N/A,N/A,Medium,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,Medium,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,No,N/A,N/A,Medium,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,No,N/A,N/A,Low,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,No,N/A,N/A,Low,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,Low,0
1500,"Conflict, Humanitarian and Security Department","Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,No,N/A,N/A,Low,0
1500,"Conflict, Humanitarian and Security Department","Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,CUMULATIVE,2015/21,Achieved,Male,No,N/A,N/A,N/A,591683.40019
1500,"Conflict, Humanitarian and Security Department","Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,CUMULATIVE,2015/21,Achieved,Female,No,N/A,N/A,N/A,682597.81774
1500,"Conflict, Humanitarian and Security Department","Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,CUMULATIVE,2015/21,Achieved,Unknown,No,N/A,N/A,N/A,161161.76500000013
1500,"Conflict, Humanitarian and Security Department","Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,CUMULATIVE,2015/21,Achieved,Total,No,N/A,N/A,N/A,1435442.98293
1500,"Conflict, Humanitarian and Security Department","Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,CUMULATIVE,2015/21,Achieved,Male,Yes,N/A,N/A,N/A,1583.1100000000001
1500,"Conflict, Humanitarian and Security Department","Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,CUMULATIVE,2015/21,Achieved,Female,Yes,N/A,N/A,N/A,5192.47
1500,"Conflict, Humanitarian and Security Department","Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,CUMULATIVE,2015/21,Achieved,Unknown,Yes,N/A,N/A,N/A,0.42000000000007276
1500,"Conflict, Humanitarian and Security Department","Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,CUMULATIVE,2015/21,Achieved,Total,Yes,N/A,N/A,N/A,6776
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2013/14,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2014/15,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2015/16,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2016/17,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2017/18,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2018/19,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2019/20,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2020/21,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2015/21,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2013/14,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2014/15,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2015/16,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2016/17,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2017/18,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2018/19,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2019/20,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2020/21,Achieved,Total,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Male,No,All,N/A,N/A,459494.1342009597
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Female,No,All,N/A,N/A,290154.8892641185
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Unknown,No,All,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Total,No,All,N/A,N/A,749649.0234650782
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Male,Yes,All,N/A,N/A,222.11011427099982
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Female,Yes,All,N/A,N/A,91.76276498005468
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Unknown,Yes,All,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Total,Yes,All,N/A,N/A,313.8728792510545
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Male,No,Pre-primary,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Female,No,Pre-primary,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Unknown,No,Pre-primary,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Total,No,Pre-primary,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Male,No,Primary,N/A,N/A,308593.27399174566
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Female,No,Primary,N/A,N/A,200485.82269732573
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Unknown,No,Primary,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Total,No,Primary,N/A,N/A,509079.09668907133
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Male,No,Secondary,N/A,N/A,150900.860209214
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Female,No,Secondary,N/A,N/A,89669.06656679281
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Unknown,No,Secondary,N/A,N/A,0
1052,DFID Afghanistan,Number of children supported to gain a decent education,4.1c,PEAK,2015/21,Achieved,Total,No,Secondary,N/A,N/A,240569.92677600682
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Male,No,N/A,All,N/A,197513
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Female,No,N/A,All,N/A,188380
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Unknown,No,N/A,All,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Total,No,N/A,All,N/A,385893
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Male,Yes,N/A,All,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Female,Yes,N/A,All,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Unknown,Yes,N/A,All,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Total,Yes,N/A,All,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Male,No,N/A,Water,N/A,197513
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Female,No,N/A,Water,N/A,188380
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Unknown,No,N/A,Water,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Total,No,N/A,Water,N/A,385893
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Male,No,N/A,Sanitation,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Female,No,N/A,Sanitation,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Unknown,No,N/A,Sanitation,N/A,0
1052,DFID Afghanistan,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,PEAK,2015/21,Achieved,Total,No,N/A,Sanitation,N/A,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,No,N/A,N/A,All,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,No,N/A,N/A,All,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,All,575332
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,No,N/A,N/A,All,575332
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,Yes,N/A,N/A,All,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,Yes,N/A,N/A,All,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,Yes,N/A,N/A,All,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,Yes,N/A,N/A,All,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,No,N/A,N/A,High,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,No,N/A,N/A,High,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,High,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,No,N/A,N/A,High,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,No,N/A,N/A,Medium,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,No,N/A,N/A,Medium,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,Medium,575332
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,No,N/A,N/A,Medium,575332
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Male,No,N/A,N/A,Low,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Female,No,N/A,N/A,Low,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,Low,0
1052,DFID Afghanistan,"Number of children under 5, women (of childbearing age) and adolescent girls reached by DFID through nutrition related interventions",4.1d,PEAK,2015/21,Achieved,Total,No,N/A,N/A,Low,0
1052,DFID Afghanistan,"Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,PEAK,2015/21,Achieved,Male,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,"Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,PEAK,2015/21,Achieved,Female,No,N/A,N/A,N/A,0
1052,DFID Afghanistan,"Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,PEAK,2015/21,Achieved,Unknown,No,N/A,N/A,N/A,520024
1052,DFID Afghanistan,"Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,PEAK,2015/21,Achieved,Total,No,N/A,N/A,N/A,520024
1052,DFID Afghanistan,"Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,PEAK,2015/21,Achieved,Male,Yes,N/A,N/A,N/A,0
1052,DFID Afghanistan,"Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,PEAK,2015/21,Achieved,Female,Yes,N/A,N/A,N/A,0
1052,DFID Afghanistan,"Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,PEAK,2015/21,Achieved,Unknown,Yes,N/A,N/A,N/A,0
1052,DFID Afghanistan,"Number of people reached with humanitarian assistance (food aid, cash and voucher transfers) through DFID support",2.1a,PEAK,2015/21,Achieved,Total,Yes,N/A,N/A,N/A,0
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2013/14,Achieved,Total,No,N/A,N/A,N/A,443307
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2014/15,Achieved,Total,No,N/A,N/A,N/A,487558
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2015/16,Achieved,Total,No,N/A,N/A,N/A,20820
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2016/17,Achieved,Total,No,N/A,N/A,N/A,8902
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2017/18,Achieved,Total,No,N/A,N/A,N/A,0
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2018/19,Achieved,Total,No,N/A,N/A,N/A,40776
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2019/20,Achieved,Total,No,N/A,N/A,N/A,33484
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2020/21,Achieved,Total,No,N/A,N/A,N/A,0
1054,DFID Bangladesh,Number of additional women and girls using modern methods of family planning,4.2c,CUMULATIVE,2015/21,Achieved,Total,No,N/A,N/A,N/A,1034847
1054,DFID Bangladesh,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2013/14,Achieved,Total,No,N/A,N/A,N/A,0
1054,DFID Bangladesh,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2014/15,Achieved,Total,No,N/A,N/A,N/A,0
1054,DFID Bangladesh,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2015/16,Achieved,Total,No,N/A,N/A,N/A,712250
1054,DFID Bangladesh,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2016/17,Achieved,Total,No,N/A,N/A,N/A,751568
1054,DFID Bangladesh,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2017/18,Achieved,Total,No,N/A,N/A,N/A,496416
1054,DFID Bangladesh,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2018/19,Achieved,Total,No,N/A,N/A,N/A,478438
1054,DFID Bangladesh,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2019/20,Achieved,Total,No,N/A,N/A,N/A,436760
1054,DFID Bangladesh,Number of total women and girls using modern methods of family planning,4.2c,CUMULATIVE,2020/21,Achieved,Total,No,N/A,N/A,N/A,0
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Male,No,All,N/A,N/A,838842
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Female,No,All,N/A,N/A,1018753
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Unknown,No,All,N/A,N/A,1864.3249999999534
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Total,No,All,N/A,N/A,1859459.325
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Male,Yes,All,N/A,N/A,21989
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Female,Yes,All,N/A,N/A,22633
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Unknown,Yes,All,N/A,N/A,0
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Total,Yes,All,N/A,N/A,44622
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Male,No,Pre-primary,N/A,N/A,390286
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Female,No,Pre-primary,N/A,N/A,481782
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Unknown,No,Pre-primary,N/A,N/A,0
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Total,No,Pre-primary,N/A,N/A,872068
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Male,No,Primary,N/A,N/A,439041
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Female,No,Primary,N/A,N/A,528154
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Unknown,No,Primary,N/A,N/A,0.32499999995343387
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Total,No,Primary,N/A,N/A,967195.325
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Male,No,Secondary,N/A,N/A,9515
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Female,No,Secondary,N/A,N/A,8817
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Unknown,No,Secondary,N/A,N/A,1864
1054,DFID Bangladesh,Number of children supported to gain a decent education,4.1c,CUMULATIVE,2015/21,Achieved,Total,No,Secondary,N/A,N/A,20196
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Male,No,N/A,All,N/A,497917
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Female,No,N/A,All,N/A,486106
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Unknown,No,N/A,All,N/A,183
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Total,No,N/A,All,N/A,984206
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Male,Yes,N/A,All,N/A,0
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Female,Yes,N/A,All,N/A,0
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Unknown,Yes,N/A,All,N/A,0
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Total,Yes,N/A,All,N/A,0
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Male,No,N/A,Water,N/A,57526
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Female,No,N/A,Water,N/A,57596
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Unknown,No,N/A,Water,N/A,0
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Total,No,N/A,Water,N/A,115122
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Male,No,N/A,Sanitation,N/A,440391
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Female,No,N/A,Sanitation,N/A,428510
1054,DFID Bangladesh,Number of people with sustainable access to clean water and/or sanitation through DFID support,4.1e,CUMULATIVE,2015/21,Achieved,Unknown,No,N/A,Sanitation,N/A,183
